rep	cluster_size	sources_rep	sources_members	members	has_DATABASE	has_PRED
PRED|XP_003562676.3	53	PRED	PRED	PRED|XP_003562676.3;PRED|NP_001118617.1;PRED|XP_070665087.1;PRED|XP_004142744.1;PRED|XP_006365708.1;PRED|NP_001411084.1;PRED|XP_006604531.1;PRED|XP_024462827.1;PRED|XP_017975999.1;PRED|XP_024462828.1;PRED|XP_021309656.1;PRED|XP_017984890.1;PRED|NP_001327668.1;PRED|NP_001327669.1;PRED|XP_006576982.1;PRED|XP_006341046.1;PRED|XP_011652644.1;PRED|XP_008350424.1;PRED|XP_024465613.1;PRED|XP_024465737.1;PRED|XP_015647047.1;PRED|XP_010230139.1;PRED|NP_680138.1;PRED|XP_006342819.1;PRED|XP_014621343.1;PRED|XP_003523898.2;PRED|XP_014622971.1;PRED|XP_008371584.1;PRED|XP_061502673.1;PRED|XP_032835693.1;PRED|XP_032835694.1;PRED|NP_001128195.1;PRED|NP_001027396.1;PRED|XP_031757842.1;PRED|XP_005990962.1;PRED|NP_001289672.1;PRED|NP_001357818.1;PRED|XP_006562132.1;PRED|XP_040016201.1;PRED|XP_029705224.1;PRED|XP_046768778.1;PRED|NP_001128162.1;PRED|NP_001128163.1;PRED|NP_001128194.1;PRED|NP_001185813.1;PRED|NP_001128164.1;PRED|NP_077780.3;PRED|NP_001128165.1;PRED|XP_006504134.1;PRED|XP_016853310.1;PRED|XP_005990961.1;PRED|XP_017455051.1;PRED|NP_001367095.1	False	True
PRED|XP_034312530.2	53	PRED	PRED	PRED|XP_034312530.2;PRED|XP_065922172.1;PRED|XP_034312531.2;PRED|XP_014789123.1;PRED|XP_014789124.1;PRED|XP_052832160.1;PRED|XP_052832161.1;PRED|XP_052832162.1;PRED|XP_052832163.1;PRED|XP_009056961.1;PRED|XP_034330334.2;PRED|XP_034330335.2;PRED|XP_065927590.1;PRED|XP_011416600.3;PRED|XP_065929593.1;PRED|XP_005167095.1;PRED|XP_005167098.1;PRED|XP_073765633.1;PRED|XP_017212829.1;PRED|NP_001153598.1;PRED|XP_009048415.1;PRED|XP_009043751.1;PRED|XP_026692277.1;PRED|XP_018670827.1;PRED|XP_001633917.3;PRED|XP_032239033.2;PRED|XP_009056748.1;PRED|XP_009063194.1;PRED|XP_011412203.3;PRED|XP_030856227.1;PRED|XP_052827999.1;PRED|XP_009063601.1;PRED|XP_009063915.1;PRED|XP_009065841.1;PRED|XP_026694208.1;PRED|XP_002130807.1;PRED|XP_002124120.1;PRED|XP_065942767.1;PRED|XP_065942768.1;PRED|XP_065942769.1;PRED|XP_034308311.2;PRED|XP_034334345.2;PRED|NP_032849.2;PRED|XP_014772433.1;PRED|XP_001635487.1;PRED|XP_032240916.1;PRED|XP_030843526.1;PRED|XP_065944440.1;PRED|NP_510821.1;PRED|NP_001122865.1;PRED|NP_001041240.1;PRED|NP_872065.1;PRED|XP_018672277.1	False	True
PRED|XP_013443841.1	53	PRED	PRED	PRED|XP_013443841.1;PRED|XP_006347977.1;PRED|XP_070668287.1;PRED|XP_024374911.1;PRED|XP_008344390.2;PRED|XP_002966272.1;PRED|XP_002978302.1;PRED|XP_004147603.1;PRED|XP_017976542.1;PRED|XP_003618846.1;PRED|XP_073387676.1;PRED|XP_006349399.1;PRED|XP_006349400.1;PRED|XP_006349401.1;PRED|XP_015630162.1;PRED|XP_007049795.2;PRED|XP_040870995.1;PRED|NP_001237531.1;PRED|NP_001235375.1;PRED|XP_003629993.1;PRED|XP_002266573.1;PRED|XP_052306618.1;PRED|XP_004149964.1;PRED|XP_008339291.1;PRED|XP_017981591.1;PRED|XP_002278646.1;PRED|XP_008659439.1;PRED|XP_003560817.1;PRED|XP_002464008.1;PRED|NP_001266663.1;PRED|XP_002275987.1;PRED|XP_007041535.2;PRED|XP_006349402.1;PRED|XP_002447932.1;PRED|XP_002464007.1;PRED|XP_002275963.1;PRED|XP_004149963.1;PRED|XP_015628768.1;PRED|NP_001237170.1;PRED|XP_013461366.1;PRED|XP_002298184.1;PRED|NP_001148389.2;PRED|XP_002452607.1;PRED|XP_003573015.1;PRED|XP_028948017.1;PRED|XP_003562309.1;PRED|XP_002308977.2;PRED|XP_015642025.1;PRED|XP_007041797.1;PRED|XP_008379078.1;PRED|XP_007011908.1;PRED|XP_003564090.1;PRED|XP_008377671.3	False	True
PRED|XP_059596797.1	51	PRED	PRED	PRED|XP_059596797.1;PRED|XP_002285234.1;PRED|XP_010656429.1;PRED|XP_010656430.1;PRED|XP_003563876.1;PRED|NP_001149097.1;PRED|XP_008670354.1;PRED|XP_002463661.1;PRED|WP_001808836.1;PRED|WP_003720928.1;PRED|WP_000868345.1;PRED|WP_003156543.1;PRED|WP_000868342.1;PRED|WP_002509257.1;PRED|WP_002557090.1;PRED|WP_003093693.1;PRED|WP_002227352.1;PRED|WP_000868187.1;PRED|WP_000868187.1;PRED|WP_000867907.1;PRED|WP_000868187.1;PRED|WP_002216248.1;PRED|WP_000868186.1;PRED|WP_000868187.1;PRED|WP_002781429.1;PRED|YP_001109536.1;PRED|WP_003418367.1;PRED|YP_002608404.1;PRED|YP_635673.1;PRED|YP_899441.1;PRED|YP_567111.1;PRED|YP_538799.1;PRED|NP_904225.1;PRED|YP_247634.1;PRED|YP_010304192.1;PRED|WP_000868339.1;PRED|NP_051092.1;PRED|YP_002000519.1;PRED|YP_004021350.1;PRED|NP_043057.1;PRED|YP_001381695.1;PRED|NP_039419.1;PRED|WP_010881657.1;PRED|WP_003092209.1;PRED|WP_005409283.1;PRED|WP_002892018.1;PRED|WP_001197749.1;PRED|WP_000866436.1;PRED|WP_000866542.1;PRED|XP_641036.1;PRED|WP_014894191.1	False	True
PRED|XP_075911403.1	50	PRED	PRED	PRED|XP_075911403.1;PRED|XP_075911434.1;PRED|XP_075911435.1;PRED|XP_075911436.1;PRED|XP_075911404.1;PRED|XP_075911437.1;PRED|XP_075911405.1;PRED|XP_075911438.1;PRED|XP_075911406.1;PRED|XP_075911439.1;PRED|XP_075911407.1;PRED|XP_075911440.1;PRED|XP_075911408.1;PRED|XP_075911441.1;PRED|XP_075911409.1;PRED|XP_075911442.1;PRED|XP_075911410.1;PRED|XP_075911443.1;PRED|XP_075911411.1;PRED|XP_075911444.1;PRED|XP_075911412.1;PRED|XP_075911445.1;PRED|XP_075911413.1;PRED|XP_075911446.1;PRED|XP_075911414.1;PRED|XP_075911447.1;PRED|XP_075911415.1;PRED|XP_075911448.1;PRED|XP_075911416.1;PRED|XP_075911449.1;PRED|XP_075911417.1;PRED|XP_075911450.1;PRED|XP_075911418.1;PRED|XP_075911451.1;PRED|XP_075911419.1;PRED|XP_075911452.1;PRED|XP_075911420.1;PRED|XP_075911453.1;PRED|XP_075911421.1;PRED|XP_075911423.1;PRED|XP_075911424.1;PRED|XP_075911425.1;PRED|XP_075911426.1;PRED|XP_075911427.1;PRED|XP_075911428.1;PRED|XP_075911429.1;PRED|XP_075911430.1;PRED|XP_075911431.1;PRED|XP_075911432.1;PRED|XP_075911433.1	False	True
PRED|XP_014621944.1	50	PRED	PRED	PRED|XP_014621944.1;PRED|XP_025981037.1;PRED|XP_025981038.1;PRED|XP_025981040.1;PRED|XP_014621945.1;PRED|XP_014621946.1;PRED|XP_025981044.1;PRED|XP_014621947.1;PRED|XP_014621950.1;PRED|XP_014621951.1;PRED|XP_014621953.1;PRED|XP_025981050.1;PRED|XP_014621954.1;PRED|XP_014621956.1;PRED|XP_014621957.1;PRED|XP_014621960.1;PRED|XP_025981022.1;PRED|XP_025981023.1;PRED|XP_025981056.1;PRED|XP_025981025.1;PRED|XP_025981026.1;PRED|XP_025981027.1;PRED|XP_025981028.1;PRED|XP_025981029.1;PRED|XP_025981032.1;PRED|XP_025981033.1;PRED|XP_025981039.1;PRED|XP_025981051.1;PRED|XP_025981041.1;PRED|XP_025981042.1;PRED|XP_025981043.1;PRED|XP_025981045.1;PRED|XP_014621948.1;PRED|XP_014621949.1;PRED|XP_025981047.1;PRED|XP_040864690.1;PRED|XP_025981052.1;PRED|XP_025981053.1;PRED|XP_025981054.1;PRED|XP_025981024.1;PRED|XP_025981046.1;PRED|XP_025981048.1;PRED|XP_025981049.1;PRED|XP_025981055.1;PRED|XP_025981031.1;PRED|XP_025981035.1;PRED|XP_025981036.1;PRED|NP_001235439.2;PRED|XP_025981030.1;PRED|XP_025981034.1	False	True
PRED|XP_002976680.2	49	PRED	PRED	PRED|XP_002976680.2;PRED|XP_006365510.1;PRED|XP_002320450.2;PRED|NP_001295798.1;PRED|XP_003622804.1;PRED|NP_001236926.1;PRED|NP_001236410.1;PRED|XP_006349765.2;PRED|NP_001236847.1;PRED|XP_039686545.1;PRED|XP_006369492.1;PRED|XP_003546844.2;PRED|XP_052305923.1;PRED|XP_040873511.1;PRED|XP_007039589.2;PRED|XP_002314213.4;PRED|XP_002269620.1;PRED|XP_004135897.1;PRED|NP_179428.1;PRED|XP_003560704.1;PRED|NP_001240073.1;PRED|NP_001241144.1;PRED|NP_181387.1;PRED|XP_008388343.4;PRED|NP_001391370.1;PRED|XP_008388344.2;PRED|XP_008363932.1;PRED|XP_017984084.1;PRED|XP_008358527.1;PRED|NP_001237117.1;PRED|NP_001238322.1;PRED|XP_013456375.1;PRED|XP_002283832.1;PRED|XP_013456377.1;PRED|XP_040870013.1;PRED|XP_024515985.1;PRED|NP_850800.1;PRED|NP_001330288.1;PRED|NP_568210.1;PRED|XP_006349283.1;PRED|XP_024635946.1;PRED|XP_007034802.1;PRED|XP_008353284.1;PRED|XP_008390922.1;PRED|NP_001235889.1;PRED|XP_006352767.1;PRED|XP_006352768.1;PRED|NP_973749.1;PRED|XP_059599426.1	False	True
PRED|XP_035819349.1	47	PRED	PRED	PRED|XP_035819349.1;PRED|XP_008373698.2;PRED|XP_052311018.1;PRED|XP_028964580.1;PRED|XP_024437508.2;PRED|XP_052306302.1;PRED|XP_052311019.1;PRED|XP_024437519.1;PRED|XP_052311020.1;PRED|XP_024437733.1;PRED|XP_052311021.1;PRED|XP_052311048.1;PRED|XP_052308109.1;PRED|XP_003628799.1;PRED|XP_024437905.2;PRED|XP_052308111.1;PRED|XP_021313877.1;PRED|XP_052308112.1;PRED|XP_052308113.1;PRED|XP_052308114.1;PRED|XP_015165298.1;PRED|XP_015170348.1;PRED|XP_052308115.1;PRED|XP_052308116.1;PRED|XP_052308118.1;PRED|XP_052308122.1;PRED|XP_052308127.1;PRED|XP_052308128.1;PRED|XP_011659702.1;PRED|XP_052308129.1;PRED|XP_052308130.1;PRED|XP_006598341.2;PRED|XP_052308131.1;PRED|XP_052312408.1;PRED|XP_007010062.2;PRED|XP_052308142.1;PRED|XP_052308153.1;PRED|XP_028960670.2;PRED|XP_052308155.1;PRED|XP_052308158.1;PRED|XP_052308160.1;PRED|XP_040863466.1;PRED|XP_040863467.1;PRED|XP_052308882.1;PRED|XP_052308883.1;PRED|XP_052308888.1;PRED|XP_025983215.1	False	True
PRED|XP_042924224.1	45	PRED	PRED	PRED|XP_042924224.1;PRED|XP_042923291.1;PRED|XP_042915781.1;PRED|XP_042919796.1;PRED|XP_042919802.1;PRED|XP_042926096.1;PRED|XP_042917199.1;PRED|XP_042926551.1;PRED|XP_042918760.1;PRED|XP_042919993.1;PRED|XP_042914857.1;PRED|XP_042918852.1;PRED|XP_042914954.1;PRED|XP_042918943.1;PRED|XP_042920249.1;PRED|XP_042919046.1;PRED|XP_042928439.1;PRED|XP_042927321.1;PRED|XP_042920674.1;PRED|XP_042919451.1;PRED|XP_042924092.1;PRED|XP_042925723.1;PRED|XP_042919452.1;PRED|XP_042919454.1;PRED|XP_042920718.1;PRED|XP_042925791.1;PRED|XP_042927516.1;PRED|XP_042928977.1;PRED|XP_042923270.1;PRED|XP_042919807.1;PRED|XP_042917560.1;PRED|XP_042922393.1;PRED|XP_042920505.1;PRED|XP_042915126.1;PRED|XP_042919453.1;PRED|XP_042918317.1;PRED|XP_042927664.1;PRED|XP_042917392.1;PRED|XP_042914965.1;PRED|XP_042914966.1;PRED|XP_042914282.1;PRED|XP_042916730.1;PRED|XP_042929004.1;PRED|XP_042925599.1;PRED|XP_042920196.1	False	True
PRED|XP_004927415.4	43	PRED	PRED	PRED|XP_004927415.4;PRED|XP_062527953.1;PRED|XP_037872112.2;PRED|XP_037872115.1;PRED|XP_037872117.1;PRED|XP_037872131.1;PRED|XP_037872161.1;PRED|XP_037872162.1;PRED|XP_037872169.1;PRED|XP_037872249.1;PRED|XP_004927414.4;PRED|XP_037872286.1;PRED|XP_037872290.1;PRED|XP_037872320.1;PRED|XP_062529369.1;PRED|XP_037872356.2;PRED|XP_037872376.1;PRED|XP_037872395.1;PRED|XP_004933940.2;PRED|XP_037872134.1;PRED|XP_021204491.1;PRED|XP_021204494.2;PRED|XP_021204499.2;PRED|XP_037872211.1;PRED|XP_037872238.1;PRED|XP_004927420.1;PRED|XP_004933249.1;PRED|XP_037872334.1;PRED|XP_004927421.1;PRED|XP_004933250.1;PRED|XP_004927431.1;PRED|XP_004924960.1;PRED|XP_004924961.2;PRED|XP_004924965.1;PRED|XP_004927417.1;PRED|XP_004925021.1;PRED|XP_062527947.1;PRED|NP_001112373.1;PRED|NP_001112376.1;PRED|NP_001112377.1;PRED|NP_001112378.1;PRED|XP_012544845.1;PRED|XP_015159514.1	False	True
PRED|XP_075931174.1	43	PRED	PRED	PRED|XP_075931174.1;PRED|XP_075931196.1;PRED|XP_075931197.1;PRED|XP_075931199.1;PRED|XP_075931200.1;PRED|XP_075931201.1;PRED|XP_075931202.1;PRED|XP_075931203.1;PRED|XP_075931204.1;PRED|XP_075931205.1;PRED|XP_075931206.1;PRED|XP_075931207.1;PRED|XP_075931175.1;PRED|XP_075931208.1;PRED|XP_075931176.1;PRED|XP_075931209.1;PRED|XP_075931177.1;PRED|XP_075931210.1;PRED|XP_075931178.1;PRED|XP_075931211.1;PRED|XP_075931179.1;PRED|XP_075931212.1;PRED|XP_075931180.1;PRED|XP_075931213.1;PRED|XP_075931181.1;PRED|XP_075931214.1;PRED|XP_075931182.1;PRED|XP_075931215.1;PRED|XP_075931183.1;PRED|XP_075931216.1;PRED|XP_075931184.1;PRED|XP_075931217.1;PRED|XP_075931185.1;PRED|XP_075931186.1;PRED|XP_075931187.1;PRED|XP_075931188.1;PRED|XP_075931189.1;PRED|XP_075931190.1;PRED|XP_075931191.1;PRED|XP_075931192.1;PRED|XP_075931193.1;PRED|XP_075931194.1;PRED|XP_075931195.1	False	True
PRED|XP_075929848.1	41	PRED	PRED	PRED|XP_075929848.1;PRED|XP_012047473.1;PRED|XP_075929849.1;PRED|XP_050468393.1;PRED|XP_005538992.1;PRED|XP_001638117.2;PRED|XP_034328630.1;PRED|XP_006002827.1;PRED|XP_019928537.2;PRED|XP_009053300.1;PRED|XP_048588298.1;PRED|XP_005108962.1;PRED|XP_008201626.1;PRED|XP_315566.3;PRED|XP_037866891.1;PRED|XP_046779735.1;PRED|NP_001188299.1;PRED|XP_052830806.1;PRED|XP_042917734.1;PRED|XP_042917735.1;PRED|NP_001097122.1;PRED|NP_001097123.1;PRED|NP_001260261.1;PRED|XP_005989100.1;PRED|NP_001260262.1;PRED|XP_001728250.2;PRED|XP_024545960.1;PRED|XP_746794.1;PRED|XP_002964594.2;PRED|XP_062527296.1;PRED|XP_030833221.1;PRED|XP_002988801.2;PRED|XP_005166253.1;PRED|NP_001040231.1;PRED|XP_032801076.1;PRED|XP_015169425.1;PRED|NP_001011188.1;PRED|XP_011675576.1;PRED|XP_001828370.1;PRED|XP_637455.1;PRED|XP_001014455.2	False	True
PRED|XP_012652006.1	40	PRED	PRED	PRED|XP_012652006.1;PRED|XP_012654574.1;PRED|XP_012652220.1;PRED|XP_012651928.1;PRED|XP_012650680.1;PRED|XP_012653481.1;PRED|XP_012650588.1;PRED|XP_012650589.1;PRED|XP_012655848.1;PRED|XP_012655976.1;PRED|XP_012650620.1;PRED|XP_012650612.1;PRED|XP_001029528.2;PRED|XP_012651557.1;PRED|XP_012655103.1;PRED|XP_012654557.1;PRED|XP_012656447.1;PRED|XP_012655995.1;PRED|XP_012656250.1;PRED|XP_012650679.1;PRED|XP_012653871.1;PRED|XP_012650642.1;PRED|XP_012650662.1;PRED|XP_012650668.1;PRED|XP_001006989.2;PRED|XP_001028183.2;PRED|XP_012650644.1;PRED|XP_001017324.4;PRED|XP_012650663.1;PRED|XP_001029353.3;PRED|XP_001028317.2;PRED|XP_001029727.4;PRED|XP_001025991.2;PRED|XP_001028176.4;PRED|XP_012650576.1;PRED|XP_001029208.2;PRED|XP_001028771.2;PRED|XP_012650606.1;PRED|XP_012651058.1;PRED|XP_012656446.1	False	True
PRED|XP_009054809.1	40	PRED	PRED	PRED|XP_009054809.1;PRED|XP_032803807.2;PRED|XP_030833289.1;PRED|XP_030833102.1;PRED|XP_030833290.1;PRED|XP_030833101.1;PRED|XP_030833103.1;PRED|XP_030833291.1;PRED|XP_030833292.1;PRED|XP_026299688.1;PRED|XP_003250904.3;PRED|XP_046444478.1;PRED|XP_040023890.1;PRED|XP_003969883.1;PRED|XP_011608305.1;PRED|NP_001393646.1;PRED|XP_073786177.1;PRED|NP_032019.2;PRED|XP_036014173.1;PRED|NP_000129.3;PRED|XP_006498810.1;PRED|XP_006234997.1;PRED|XP_008760425.1;PRED|NP_114013.2;PRED|NP_001393645.1;PRED|XP_002931771.2;PRED|XP_040535869.1;PRED|XP_002936615.3;PRED|XP_005998364.1;PRED|XP_005998365.1;PRED|XP_005998366.1;PRED|XP_002128973.1;PRED|XP_009858101.2;PRED|XP_030844971.1;PRED|XP_009859340.1;PRED|XP_018668353.1;PRED|XP_018668354.1;PRED|XP_032803604.2;PRED|XP_014783437.1;PRED|XP_030855760.1	False	True
PRED|XP_002312490.3	40	PRED	PRED	PRED|XP_002312490.3;PRED|XP_013446213.1;PRED|XP_024628822.2;PRED|XP_002314750.1;PRED|XP_028947258.1;PRED|XP_003530550.2;PRED|XP_004151148.1;PRED|XP_002281828.1;PRED|NP_001238490.1;PRED|NP_001150159.1;PRED|XP_015622386.1;PRED|XP_002458765.1;PRED|XP_006368104.1;PRED|XP_017985163.1;PRED|XP_007010260.1;PRED|NP_565872.1;PRED|NP_001236334.1;PRED|XP_006360200.1;PRED|XP_003529127.1;PRED|XP_039684292.1;PRED|NP_001238303.1;PRED|XP_006361967.1;PRED|XP_007026867.2;PRED|XP_017977476.1;PRED|XP_002312129.1;PRED|XP_003623161.2;PRED|XP_003623166.1;PRED|XP_003579713.1;PRED|NP_001149502.1;PRED|XP_002446446.1;PRED|NP_001151364.2;PRED|XP_004138444.1;PRED|XP_007009154.1;PRED|NP_001240892.1;PRED|XP_003552697.1;PRED|XP_003538432.1;PRED|XP_015635254.1;PRED|XP_002272871.2;PRED|XP_008360377.1;PRED|XP_002281554.1	False	True
PRED|XP_003564903.1	39	PRED	PRED	PRED|XP_003564903.1;PRED|XP_015645347.1;PRED|XP_015631047.1;PRED|XP_015638321.1;PRED|XP_003564904.1;PRED|XP_008385814.2;PRED|XP_002275805.1;PRED|XP_008386579.1;PRED|XP_006606947.2;PRED|XP_002268742.1;PRED|XP_006590235.1;PRED|XP_024451413.1;PRED|XP_006342794.1;PRED|XP_010646191.1;PRED|XP_007020657.2;PRED|XP_003600187.3;PRED|XP_003530774.2;PRED|XP_024357449.2;PRED|XP_008674673.1;PRED|XP_021311500.1;PRED|NP_001147277.1;PRED|XP_003570573.1;PRED|NP_199660.1;PRED|NP_001151008.2;PRED|XP_003562551.1;PRED|NP_001148038.2;PRED|XP_021310296.1;PRED|XP_007049604.2;PRED|NP_001235288.1;PRED|NP_001236851.1;PRED|NP_001235199.1;PRED|NP_001235382.1;PRED|XP_015645401.1;PRED|XP_002459719.1;PRED|XP_008656946.1;PRED|XP_002456826.1;PRED|XP_024398452.1;PRED|NP_200357.2;PRED|NP_568824.1	False	True
PRED|XP_031747777.1	39	PRED	PRED	PRED|XP_031747777.1;PRED|XP_031747799.1;PRED|XP_031747800.1;PRED|XP_031747801.1;PRED|XP_031747802.1;PRED|XP_031747803.1;PRED|XP_031747804.1;PRED|XP_031747805.1;PRED|XP_031747806.1;PRED|XP_031747807.1;PRED|XP_031747808.1;PRED|XP_031747809.1;PRED|XP_031747778.1;PRED|XP_031747810.1;PRED|XP_031747779.1;PRED|XP_031747780.1;PRED|XP_031747781.1;PRED|XP_031747782.1;PRED|XP_031747783.1;PRED|XP_031747784.1;PRED|XP_031747785.1;PRED|XP_031747786.1;PRED|XP_031747787.1;PRED|XP_031747788.1;PRED|XP_031747789.1;PRED|XP_031747790.1;PRED|XP_031747791.1;PRED|XP_031747792.1;PRED|XP_031747793.1;PRED|XP_031747794.1;PRED|XP_031747795.1;PRED|XP_031747796.1;PRED|XP_031747797.1;PRED|XP_031747798.1;PRED|XP_008766376.1;PRED|NP_001075426.1;PRED|NP_598221.2;PRED|XP_002727832.1;PRED|XP_031747319.1	False	True
PRED|XP_008198945.2	38	PRED	PRED	PRED|XP_008198945.2;PRED|XP_064213971.1;PRED|XP_064213972.1;PRED|XP_064213975.1;PRED|XP_064213976.1;PRED|XP_064213977.1;PRED|XP_064213978.1;PRED|XP_064213979.1;PRED|XP_064213981.1;PRED|XP_064213982.1;PRED|XP_064213984.1;PRED|XP_064213985.1;PRED|XP_064213986.1;PRED|XP_064213987.1;PRED|XP_064213988.1;PRED|XP_064213957.1;PRED|XP_064213989.1;PRED|XP_064213958.1;PRED|XP_064213990.1;PRED|XP_064213959.1;PRED|XP_064213991.1;PRED|XP_064213960.1;PRED|XP_064213992.1;PRED|XP_064213993.1;PRED|XP_064213963.1;PRED|XP_064213964.1;PRED|XP_064213965.1;PRED|XP_064213966.1;PRED|XP_064213967.1;PRED|XP_064213969.1;PRED|XP_064213970.1;PRED|XP_064213973.1;PRED|XP_064213974.1;PRED|XP_064213980.1;PRED|XP_064213983.1;PRED|XP_064213961.1;PRED|XP_064213962.1;PRED|XP_064213968.1	False	True
PRED|XP_040023678.1	37	PRED	PRED	PRED|XP_040023678.1;PRED|XP_029698552.1;PRED|XP_029698553.1;PRED|XP_029698554.1;PRED|XP_029698555.1;PRED|XP_029698556.1;PRED|XP_029698557.1;PRED|XP_011606432.1;PRED|XP_008115080.1;PRED|XP_062833723.1;PRED|XP_046767392.1;PRED|XP_046767393.1;PRED|XP_046767394.1;PRED|XP_046767395.1;PRED|XP_046767396.1;PRED|XP_046767397.1;PRED|XP_046767398.1;PRED|XP_046767399.1;PRED|NP_775828.1;PRED|XP_046767400.1;PRED|XP_011524180.1;PRED|XP_011524181.1;PRED|XP_004915369.1;PRED|XP_047293305.1;PRED|XP_005266707.1;PRED|XP_005266709.1;PRED|XP_031759786.1;PRED|XP_031759787.1;PRED|XP_016881101.1;PRED|NP_001291963.1;PRED|XP_003224846.1;PRED|XP_008115074.1;PRED|XP_008115075.1;PRED|XP_008115076.1;PRED|XP_008115077.1;PRED|XP_042188440.1;PRED|XP_042188441.1	False	True
PRED|XP_061518958.1	36	PRED	PRED	PRED|XP_061518958.1;PRED|XP_061518964.1;PRED|XP_061518968.1;PRED|XP_061518973.1;PRED|XP_003215384.2;PRED|XP_040523967.1;PRED|XP_040051284.1;PRED|XP_040051285.1;PRED|XP_065929779.1;PRED|XP_065930246.1;PRED|XP_073807185.1;PRED|NP_571377.2;PRED|XP_073807186.1;PRED|XP_005168706.2;PRED|XP_011450291.3;PRED|XP_040041217.1;PRED|XP_040041218.1;PRED|XP_032818644.2;PRED|XP_075926491.1;PRED|XP_694817.5;PRED|XP_005157022.1;PRED|XP_030852339.1;PRED|XP_030852340.1;PRED|XP_030852341.1;PRED|XP_030852342.1;PRED|XP_030852343.1;PRED|XP_073776756.1;PRED|XP_068069103.2;PRED|XP_052822702.1;PRED|XP_047276562.1;PRED|NP_001350936.1;PRED|XP_047276700.1;PRED|XP_030855069.1;PRED|XP_030855278.1;PRED|XP_030855277.1;PRED|XP_030850960.1	False	True
PRED|XP_002323166.3	35	PRED	PRED	PRED|XP_002323166.3;PRED|XP_052303851.1;PRED|XP_052303852.1;PRED|XP_052303853.1;PRED|XP_003564254.1;PRED|XP_003562227.1;PRED|NP_001327425.1;PRED|NP_188851.2;PRED|XP_006605589.1;PRED|XP_003588779.1;PRED|XP_002324869.2;PRED|NP_001235098.1;PRED|XP_003588783.1;PRED|XP_003588784.3;PRED|NP_001275620.1;PRED|XP_006357014.1;PRED|XP_003603363.1;PRED|NP_193252.5;PRED|NP_001154236.2;PRED|XP_008342310.2;PRED|XP_008368547.3;PRED|XP_015613385.1;PRED|XP_015613821.1;PRED|XP_015613264.1;PRED|NP_001236284.2;PRED|NP_001236792.2;PRED|XP_007011824.1;PRED|XP_004152414.1;PRED|XP_003608746.1;PRED|XP_007052128.2;PRED|NP_680546.1;PRED|XP_008356291.1;PRED|NP_001235244.1;PRED|NP_001078336.1;PRED|XP_006375281.2	False	True
PRED|XP_047280292.1	35	PRED	PRED	PRED|XP_047280292.1;PRED|XP_047280306.1;PRED|XP_047280307.1;PRED|XP_047280310.1;PRED|XP_047280311.1;PRED|XP_047280312.1;PRED|XP_047280313.1;PRED|XP_047280314.1;PRED|XP_047280315.1;PRED|XP_047280319.1;PRED|XP_047280320.1;PRED|XP_047280321.1;PRED|XP_047280324.1;PRED|XP_047280293.1;PRED|XP_047280294.1;PRED|XP_047280298.1;PRED|XP_047280304.1;PRED|XP_047280308.1;PRED|XP_047280309.1;PRED|XP_047280295.1;PRED|XP_047280296.1;PRED|XP_047280297.1;PRED|XP_047280316.1;PRED|XP_047280317.1;PRED|XP_047280318.1;PRED|XP_047280322.1;PRED|XP_047280323.1;PRED|XP_047280325.1;PRED|XP_047280326.1;PRED|XP_047280327.1;PRED|XP_047280299.1;PRED|XP_047280302.1;PRED|XP_047280303.1;PRED|XP_047280305.1;PRED|XP_047280301.1	False	True
PRED|XP_048583507.1	35	PRED	PRED	PRED|XP_048583507.1;PRED|XP_048583508.1;PRED|XP_048583509.1;PRED|XP_065940709.1;PRED|XP_065940710.1;PRED|XP_026693108.1;PRED|XP_009860619.1;PRED|XP_026693109.1;PRED|XP_026693110.1;PRED|XP_026693111.1;PRED|XP_026693112.1;PRED|XP_026693113.1;PRED|XP_026693114.1;PRED|XP_026693115.1;PRED|XP_026693116.1;PRED|XP_026693117.1;PRED|XP_026693119.1;PRED|XP_026693120.1;PRED|XP_026693121.1;PRED|XP_026693122.1;PRED|XP_026693123.1;PRED|XP_002127606.1;PRED|XP_002122361.1;PRED|XP_018668598.1;PRED|XP_026689789.1;PRED|XP_026689790.1;PRED|XP_026689791.1;PRED|XP_026689793.1;PRED|XP_001626407.3;PRED|XP_002122435.1;PRED|XP_018668309.1;PRED|XP_032229861.1;PRED|XP_001626413.2;PRED|XP_026693919.1;PRED|NP_001367660.1	False	True
PRED|XP_064425631.1	34	PRED	PRED	PRED|XP_064425631.1;PRED|XP_064425632.1;PRED|XP_063122181.1;PRED|XP_063122214.1;PRED|XP_063122236.1;PRED|XP_063122273.1;PRED|XP_006228881.1;PRED|NP_758528.1;PRED|NP_032583.1;PRED|XP_031761006.1;PRED|NP_001039081.1;PRED|XP_031761007.1;PRED|XP_008115267.1;PRED|XP_062818230.1;PRED|XP_073781041.1;PRED|XP_040020596.1;PRED|XP_003965977.1;PRED|NP_001243141.1;PRED|XP_040551002.1;PRED|NP_001166843.1;PRED|NP_001129481.1;PRED|NP_001129482.1;PRED|NP_001096515.1;PRED|XP_073781293.1;PRED|NP_001188349.1;PRED|XP_029695027.1;PRED|XP_029695028.1;PRED|XP_029695029.1;PRED|XP_029695030.1;PRED|XP_029695031.1;PRED|XP_029695032.1;PRED|XP_029695037.1;PRED|XP_029695038.1;PRED|XP_012813433.2	False	True
