cluster_id	cluster_size	sources	members	has_DATABASE	has_PRED
cluster_580	4	DATABASE;PRED	DATABASE|CAMPSQ20787_OrexinBORXB||Prepro-orexin;PRED|NP_001515.1_hypocretin_neuropeptide_precursor_precursor_[Homo_sapiens]|0.61|0.9||Prepro-orexin;PRED|NP_034540.1_hypocretin_neuropeptide_precursor_precursor_[Mus_musculus]|0.57|0.88||Prepro-orexin;PRED|NP_037311.1_hypocretin_neuropeptide_precursor_precursor_[Rattus_norvegicus]|0.72|0.91||Prepro-orexin	True	True
cluster_581	4	PRED	PRED|NP_001354284.1_uncharacterized_protein_LOC100278297_[Zea_mays]|0.7|0.73||Uncharacterized_protein_At5g19025-like;PRED|XP_010649859.2_uncharacterized_protein_At5g19025_[Vitis_vinifera]|0.66|0.73||Uncharacterized_protein_At5g19025-like;PRED|XP_024631565.1_uncharacterized_protein_At5g19025_isoform_X2_[Medicago_truncatula]|0.67|0.82||Uncharacterized_protein_At5g19025-like;PRED|XP_024631566.1_uncharacterized_protein_At5g19025_isoform_X3_[Medicago_truncatula]|0.78|0.82||Uncharacterized_protein_At5g19025-like	False	True
cluster_582	2	PRED	PRED|XP_007905408.1_cortexin_domain-containing_1_[Callorhinchus_milii]|0.99|0.75||Cortexin;PRED|XP_064416617.1_cortexin_domain-containing_1_protein-like_[Latimeria_chalumnae]|0.56|0.77||Cortexin	False	True
cluster_583	1	PRED	PRED|WP_009871799.1_small_cysteine-rich_outer_membrane_protein_[Chlamydia_trachomatis]|0.54|0.9||Cysteine-rich_outer_membrane_protein_3,_Chlamydia	False	True
cluster_584	1	PRED	PRED|XP_062813626.1_twisted_gastrulation_protein_homolog_1_[Anolis_carolinensis]|0.5|0.78||Tsg|Tsg,_N-terminal	False	True
cluster_585	1	PRED	PRED|XP_005113535.2_medium-chain_specific_acyl-CoA_dehydrogenase_mitochondrial-like_partial_[Aplysia_californica]|0.9|0.71||Acyl-CoA_dehydrogenase|Acyl-CoA_dehydrogenase-like,_C-terminal|Acyl-CoA_dehydrogenase/oxidase,_C-terminal	False	True
cluster_586	4	PRED	PRED|WP_002214730.1_MULTISPECIES:_membrane_protein_insertion_efficiency_factor_YidD_[Neisseria]|0.92|0.91||Membrane_protein_insertion_efficiency_factor_YidD-like;PRED|WP_002659814.1_membrane_protein_insertion_efficiency_factor_YidD_[Borreliella_burgdorferi]|0.9|0.9||Membrane_protein_insertion_efficiency_factor_YidD-like;PRED|WP_003106504.1_MULTISPECIES:_membrane_protein_insertion_efficiency_factor_YidD_[Gammaproteobacteria]|0.53|0.88||Membrane_protein_insertion_efficiency_factor_YidD-like;PRED|WP_003229076.1_MULTISPECIES:_membrane_protein_insertion_efficiency_factor_YidD_[Bacillus]|0.97|0.91||Membrane_protein_insertion_efficiency_factor_YidD-like	False	True
cluster_587	1	DATABASE	DATABASE|AP03292||Probiotic-derived_p8-like	True	False
cluster_588	1	DATABASE	DATABASE|AP02630||elgicin/penisin_family_lantibiotic	True	False
cluster_589	2	PRED	PRED|WP_000590344.1_MULTISPECIES:_protein_YecU_[Enterobacterales]|0.84|0.8||YecU-like;PRED|WP_032155628.1_MULTISPECIES:_protein_YecU_[Enterobacteriaceae]|0.85|0.8||YecU-like	False	True
cluster_59	144	DATABASE;PRED	DATABASE|AP00689||Proline_rich_extensin_signature;DATABASE|AP00690||Proline_rich_extensin_signature;PRED|NP_001078336.1_Bifunctional_inhibitor/lipid-transfer_protein/seed_storage_2S_albumin_superfamily_protein_[Arabidopsis_thaliana]|0.94|0.77||Plant_lipid_transfer/defense-related_protein;PRED|NP_001141168.1_cortical_cell-delineating_protein_precursor_[Zea_mays]|0.59|0.75||Plant_lipid_transfer/defense-related_protein;PRED|NP_001148300.1_cortical_cell-delineating_protein_precursor_[Zea_mays]|1.0|0.82||Plant_lipid_transfer/defense-related_protein;PRED|NP_001151721.2_Cortical_cell-delineating_protein_precursor_[Zea_mays]|0.94|0.71||Plant_lipid_transfer/defense-related_protein;PRED|NP_001152564.1_cortical_cell-delineating_protein_precursor_[Zea_mays]|0.96|0.75||Plant_lipid_transfer/defense-related_protein;PRED|NP_001152587.1_cortical_cell-delineating_protein_precursor_[Zea_mays]|0.96|0.73||Plant_lipid_transfer/defense-related_protein;PRED|NP_001152930.1_membrane_protein_precursor_[Zea_mays]|0.98|0.83||Proline_rich_extensin_signature;PRED|NP_001235027.1_alpha-amylase_inhibitor/lipid_transfer/seed_storage_family_protein_precursor_[Glycine_max]|0.88|0.77||Plant_lipid_transfer/defense-related_protein;PRED|NP_001235098.1_proline-rich_protein_precursor_[Glycine_max]|0.98|0.71||Plant_lipid_transfer/defense-related_protein;PRED|NP_001235244.1_alpha-amylase_inhibitor/lipid_transfer/seed_storage_family_protein_precursor_[Glycine_max]|0.97|0.82||Plant_lipid_transfer/defense-related_protein;PRED|NP_001235511.1_alpha-amylase_inhibitor/lipid_transfer/seed_storage_family_protein_precursor_[Glycine_max]|0.99|0.73||Plant_lipid_transfer/defense-related_protein;PRED|NP_001235888.2_alpha-amylase_inhibitor/lipid_transfer/seed_storage_family_protein_precursor_[Glycine_max]|0.98|0.76||Plant_lipid_transfer/defense-related_protein;PRED|NP_001236792.2_AAI_LTSS_superfamily_protein_precursor_[Glycine_max]|0.93|0.71||Plant_lipid_transfer/defense-related_protein;PRED|NP_001237995.1_alpha-amylase_inhibitor/lipid_transfer/seed_storage_family_protein_precursor_[Glycine_max]|0.87|0.74||Plant_lipid_transfer/defense-related_protein;PRED|NP_001238461.1_alpha-amylase_inhibitor/lipid_transfer/seed_storage_family_protein_precursor_[Glycine_max]|0.94|0.7||Plant_lipid_transfer/defense-related_protein;PRED|NP_001238593.2_repetitive_proline-rich_cell_wall_protein_2_precursor_[Glycine_max]|0.79|0.71||Adhesive_plaque_protein|Extensin-like|Plant_Proline-Rich_Cell_Wall_Protein;PRED|NP_001241194.1_alpha-amylase_inhibitor/lipid_transfer/seed_storage_family_protein_precursor_[Glycine_max]|0.88|0.7||Plant_lipid_transfer/defense-related_protein;PRED|NP_001347263.1_repetitive_proline-rich_cell_wall_protein_1_precursor_[Glycine_max]|0.92|0.88||Adhesive_plaque_protein|Extensin-like;PRED|NP_001351068.1_extensin-like_protein_precursor_[Glycine_max]|0.76|0.84||PROLINE-RICH_EXTENSIN-LIKE|Proline_rich_extensin_signature;PRED|NP_172673.1_extensin-like_protein_[Arabidopsis_thaliana]|0.99|0.7||Plant_lipid_transfer/defense-related_protein;PRED|NP_176440.1_Bifunctional_inhibitor/lipid-transfer_protein/seed_storage_2S_albumin_superfamily_protein_[Arabidopsis_thaliana]|0.98|0.77||Plant_lipid_transfer/defense-related_protein;PRED|NP_192992.1_Auxin-Induced_in_Root_cultures_1_[Arabidopsis_thaliana]|0.68|0.72||Plant_lipid_transfer/defense-related_protein;PRED|NP_199500.1_Bifunctional_inhibitor/lipid-transfer_protein/seed_storage_2S_albumin_superfamily_protein_[Arabidopsis_thaliana]|0.68|0.73||Plant_lipid_transfer/defense-related_protein;PRED|NP_476717.4_salivary_gland_secretion_4_[Drosophila_melanogaster]|0.88|0.82||Proline_rich_extensin_signature;PRED|NP_567391.1_Bifunctional_inhibitor/lipid-transfer_protein/seed_storage_2S_albumin_superfamily_protein_[Arabidopsis_thaliana]|0.91|0.78||Plant_lipid_transfer/defense-related_protein;PRED|NP_567392.1_Bifunctional_inhibitor/lipid-transfer_protein/seed_storage_2S_albumin_superfamily_protein_[Arabidopsis_thaliana]|0.91|0.77||Plant_lipid_transfer/defense-related_protein;PRED|NP_680546.1_Bifunctional_inhibitor/lipid-transfer_protein/seed_storage_2S_albumin_superfamily_protein_[Arabidopsis_thaliana]|0.94|0.77||Plant_lipid_transfer/defense-related_protein;PRED|NP_871711.1_Nematode_cuticle_collagen_N-terminal_domain-containing_protein_[Caenorhabditis_elegans]|0.92|0.75||Collagen_triple_helix_repeat;PRED|XP_001629350.1_cuticle_collagen_34_isoform_X1_[Nematostella_vectensis]|0.97|0.8||Collagen_triple_helix_repeat;PRED|XP_001639974.3_collagen_alpha-1(XXIII)_chain_[Nematostella_vectensis]|0.76|0.82||Collagen_triple_helix_repeat;PRED|XP_002270769.1_14_kDa_proline-rich_protein_DC2.15_[Vitis_vinifera]|0.99|0.74||Plant_lipid_transfer/defense-related_protein;PRED|XP_002271461.1_14_kDa_proline-rich_protein_DC2.15_[Vitis_vinifera]|0.92|0.79||Plant_lipid_transfer/defense-related_protein;PRED|XP_002271593.1_14_kDa_proline-rich_protein_DC2.15_[Vitis_vinifera]|0.99|0.73||Plant_lipid_transfer/defense-related_protein;PRED|XP_002271619.1_14_kDa_proline-rich_protein_DC2.15_[Vitis_vinifera]|0.92|0.74||Plant_lipid_transfer/defense-related_protein;PRED|XP_002271792.1_14_kDa_proline-rich_protein_DC2.15_[Vitis_vinifera]|0.68|0.74||Plant_lipid_transfer/defense-related_protein;PRED|XP_002285197.1_putative_lipid-binding_protein_At4g00165_[Vitis_vinifera]|0.73|0.92||Plant_lipid_transfer/defense-related_protein;PRED|XP_002314633.3_repetitive_proline-rich_cell_wall_protein_2_[Populus_trichocarpa]|0.51|0.85||Plant_Proline-Rich_Cell_Wall_Protein;PRED|XP_002324869.2_14_kDa_proline-rich_protein_DC2.15_[Populus_trichocarpa]|0.6|0.7||Plant_lipid_transfer/defense-related_protein;PRED|XP_002436327.1_pEARLI1-like_lipid_transfer_protein_2_[Sorghum_bicolor]|0.79|0.73||Plant_lipid_transfer/defense-related_protein;PRED|XP_002446913.1_14_kDa_proline-rich_protein_DC2.15_[Sorghum_bicolor]|0.98|0.73||Plant_lipid_transfer/defense-related_protein;PRED|XP_002446914.1_14_kDa_proline-rich_protein_DC2.15_[Sorghum_bicolor]|0.93|0.72||Plant_lipid_transfer/defense-related_protein;PRED|XP_002446916.1_14_kDa_proline-rich_protein_DC2.15_[Sorghum_bicolor]|0.92|0.82||Plant_lipid_transfer/defense-related_protein;PRED|XP_002448630.1_pEARLI1-like_lipid_transfer_protein_1_[Sorghum_bicolor]|0.87|0.86||Plant_lipid_transfer/defense-related_protein;PRED|XP_002454521.1_14_kDa_proline-rich_protein_DC2.15_[Sorghum_bicolor]|1.0|0.9||Plant_lipid_transfer/defense-related_protein;PRED|XP_002454527.1_14_kDa_proline-rich_protein_DC2.15_[Sorghum_bicolor]|0.98|0.72||Plant_lipid_transfer/defense-related_protein;PRED|XP_002458089.1_sulfated_surface_glycoprotein_185_[Sorghum_bicolor]|0.88|0.73||Proline_rich_extensin_signature;PRED|XP_002458090.1_sulfated_surface_glycoprotein_185_[Sorghum_bicolor]|0.97|0.79||Proline_rich_extensin_signature;PRED|XP_002464967.1_14_kDa_proline-rich_protein_DC2.15_[Sorghum_bicolor]|0.82|0.75||Plant_lipid_transfer/defense-related_protein;PRED|XP_002464969.1_putative_lipid-binding_protein_AIR1_[Sorghum_bicolor]|0.63|0.72||Plant_lipid_transfer/defense-related_protein;PRED|XP_003525810.1_14_kDa_proline-rich_protein_DC2.15_[Glycine_max]|0.93|0.72||Plant_lipid_transfer/defense-related_protein;PRED|XP_003525817.1_14_kDa_proline-rich_protein_DC2.15_[Glycine_max]|0.91|0.85||Plant_lipid_transfer/defense-related_protein;PRED|XP_003549907.1_14_kDa_proline-rich_protein_DC2.15_[Glycine_max]|0.77|0.72||Plant_lipid_transfer/defense-related_protein;PRED|XP_003555521.2_14_kDa_proline-rich_protein_DC2.15_[Glycine_max]|0.91|0.9||Plant_lipid_transfer/defense-related_protein;PRED|XP_003559026.1_putative_lipid-binding_protein_AIR1_[Brachypodium_distachyon]|0.94|0.7||Plant_lipid_transfer/defense-related_protein;PRED|XP_003559027.1_putative_glycine-rich_cell_wall_structural_protein_1_[Brachypodium_distachyon]|0.91|0.78||Plant_lipid_transfer/defense-related_protein;PRED|XP_003572057.2_cortical_cell-delineating_protein_[Brachypodium_distachyon]|0.64|0.75||Plant_lipid_transfer/defense-related_protein;PRED|XP_003572782.1_14_kDa_proline-rich_protein_DC2.15_[Brachypodium_distachyon]|1.0|0.74||Plant_lipid_transfer/defense-related_protein;PRED|XP_003574313.1_acanthoscurrin-1_[Brachypodium_distachyon]|0.68|0.8||Plant_lipid_transfer/defense-related_protein;PRED|XP_003580295.1_glycine-rich_protein_5_[Brachypodium_distachyon]|0.63|0.76||Plant_lipid_transfer/defense-related_protein;PRED|XP_003603363.1_pEARLI1-like_lipid_transfer_protein_1_[Medicago_truncatula]|0.99|0.81||Plant_lipid_transfer/defense-related_protein;PRED|XP_003608743.1_14_kDa_proline-rich_protein_DC2.15_[Medicago_truncatula]|0.6|0.71||Plant_lipid_transfer/defense-related_protein;PRED|XP_003608746.1_14_kDa_proline-rich_protein_DC2.15_[Medicago_truncatula]|0.84|0.74||Plant_lipid_transfer/defense-related_protein;PRED|XP_004138721.1_pEARLI1-like_lipid_transfer_protein_1_[Cucumis_sativus]|0.9|0.8||Plant_lipid_transfer/defense-related_protein;PRED|XP_004140487.1_putative_lipid-binding_protein_At4g00165_[Cucumis_sativus]|0.91|0.74||Plant_lipid_transfer/defense-related_protein;PRED|XP_004150818.1_14_kDa_proline-rich_protein_DC2.15_[Cucumis_sativus]|0.96|0.88||Plant_lipid_transfer/defense-related_protein;PRED|XP_004152410.2_14_kDa_proline-rich_protein_DC2.15_[Cucumis_sativus]|0.97|0.74||Plant_lipid_transfer/defense-related_protein;PRED|XP_004152411.3_LOW_QUALITY_PROTEIN:_14_kDa_proline-rich_protein_DC2.15_[Cucumis_sativus]|0.99|0.82||Plant_lipid_transfer/defense-related_protein;PRED|XP_004152412.1_14_kDa_proline-rich_protein_DC2.15_[Cucumis_sativus]|1.0|0.83||Plant_lipid_transfer/defense-related_protein;PRED|XP_004152413.3_14_kDa_proline-rich_protein_DC2.15_[Cucumis_sativus]|0.97|0.78||Plant_lipid_transfer/defense-related_protein;PRED|XP_004152414.1_pEARLI1-like_lipid_transfer_protein_1_[Cucumis_sativus]|0.69|0.74||Plant_lipid_transfer/defense-related_protein;PRED|XP_006347893.1_putative_lipid-binding_protein_At4g00165_[Solanum_tuberosum]|0.96|0.91||Plant_lipid_transfer/defense-related_protein;PRED|XP_006353678.1_14_kDa_proline-rich_protein_DC2.15-like_[Solanum_tuberosum]|0.82|0.93||Plant_lipid_transfer/defense-related_protein;PRED|XP_006355477.1_14_kDa_proline-rich_protein_DC2.15-like_[Solanum_tuberosum]|0.98|0.72||Plant_lipid_transfer/defense-related_protein;PRED|XP_006357014.1_14_kDa_proline-rich_protein_DC2.15-like_[Solanum_tuberosum]|0.89|0.7||Plant_lipid_transfer/defense-related_protein;PRED|XP_006366743.1_14_kDa_proline-rich_protein_DC2.15-like_[Solanum_tuberosum]|0.52|0.74||Plant_lipid_transfer/defense-related_protein;PRED|XP_006367620.1_putative_glycine-rich_cell_wall_structural_protein_1_isoform_X1_[Solanum_tuberosum]|0.99|0.73||Plant_lipid_transfer/defense-related_protein;PRED|XP_006367621.1_glycine-rich_cell_wall_structural_protein-like_isoform_X2_[Solanum_tuberosum]|0.99|0.72||Plant_lipid_transfer/defense-related_protein;PRED|XP_006367623.1_14_kDa_proline-rich_protein_DC2.15-like_[Solanum_tuberosum]|0.96|0.72||Plant_lipid_transfer/defense-related_protein;PRED|XP_006368193.1_14_kDa_proline-rich_protein_DC2.15_[Populus_trichocarpa]|0.99|0.86||Plant_lipid_transfer/defense-related_protein;PRED|XP_006369032.1_14_kDa_proline-rich_protein_DC2.15_[Populus_trichocarpa]|0.99|0.77||Plant_lipid_transfer/defense-related_protein;PRED|XP_006606931.1_14_kDa_proline-rich_protein_DC2.15_[Glycine_max]|0.59|0.78||Plant_lipid_transfer/defense-related_protein;PRED|XP_007011824.1_PREDICTED:_14_kDa_proline-rich_protein_DC2.15_[Theobroma_cacao]|0.96|0.73||Plant_lipid_transfer/defense-related_protein;PRED|XP_007039886.2_PREDICTED:_14_kDa_proline-rich_protein_DC2.15_[Theobroma_cacao]|0.98|0.77||Plant_lipid_transfer/defense-related_protein;PRED|XP_007039887.1_PREDICTED:_14_kDa_proline-rich_protein_DC2.15_[Theobroma_cacao]|0.94|0.82||Plant_lipid_transfer/defense-related_protein;PRED|XP_007052128.2_PREDICTED:_putative_lipid-binding_protein_At4g00165_[Theobroma_cacao]|0.55|0.82||Plant_lipid_transfer/defense-related_protein;PRED|XP_008342310.2_36.4_kDa_proline-rich_protein_[Malus_domestica]|0.6|0.72||Plant_lipid_transfer/defense-related_protein;PRED|XP_008345700.2_uncharacterized_protein_[Malus_domestica]|0.99|0.78||Proline_rich_extensin_signature;PRED|XP_008356291.1_putative_lipid-binding_protein_At4g00165_[Malus_domestica]|0.87|0.83||Plant_lipid_transfer/defense-related_protein;PRED|XP_008368547.3_36.4_kDa_proline-rich_protein-like_[Malus_domestica]|0.69|0.73||Plant_lipid_transfer/defense-related_protein;PRED|XP_008389722.1_14_kDa_proline-rich_protein_DC2.15-like_[Malus_domestica]|0.99|0.75||Plant_lipid_transfer/defense-related_protein;PRED|XP_008392581.1_14_kDa_proline-rich_protein_DC2.15-like_[Malus_domestica]|0.99|0.7||Plant_lipid_transfer/defense-related_protein;PRED|XP_008648736.1_pEARLI1-like_lipid_transfer_protein_2_[Zea_mays]|0.52|0.74||Plant_lipid_transfer/defense-related_protein;PRED|XP_008658410.1_ctenidin-1_[Zea_mays]|0.98|0.73||Plant_lipid_transfer/defense-related_protein;PRED|XP_008659964.1_cortical_cell-delineating_protein-like_[Zea_mays]|0.97|0.71||Plant_lipid_transfer/defense-related_protein;PRED|XP_008663526.1_14_kDa_proline-rich_protein_DC2.15_[Zea_mays]|0.98|0.75||Plant_lipid_transfer/defense-related_protein;PRED|XP_009046956.1_hypothetical_protein_LOTGIDRAFT_58375_partial_[Lottia_gigantea]|0.9|0.93||COLLAGEN;PRED|XP_011428331.3_short-chain_collagen_C4_[Magallana_gigas]|0.94|0.82||Collagen_superfamily|Collagen_triple_helix_repeat;PRED|XP_011654795.1_14_kDa_proline-rich_protein_DC2.15_[Cucumis_sativus]|0.99|0.74||Plant_lipid_transfer/defense-related_protein;PRED|XP_012945735.1_collectin-46-like_[Aplysia_californica]|0.94|0.91||Collagen_triple_helix_repeat;PRED|XP_013455201.1_repetitive_proline-rich_cell_wall_protein_1_[Medicago_truncatula]|0.96|0.87||Adhesive_plaque_protein|Extensin-like;PRED|XP_014756205.1_putative_lipid-binding_protein_AIR1_[Brachypodium_distachyon]|0.89|0.75||Plant_lipid_transfer/defense-related_protein;PRED|XP_015167879.1_14_kDa_proline-rich_protein_DC2.15-like_[Solanum_tuberosum]|1.0|0.83||Plant_lipid_transfer/defense-related_protein;PRED|XP_015613262.1_cortical_cell-delineating_protein_[Oryza_sativa_Japonica_Group]|0.99|0.77||Plant_lipid_transfer/defense-related_protein;PRED|XP_015613264.1_cortical_cell-delineating_protein_[Oryza_sativa_Japonica_Group]|0.97|0.78||Plant_lipid_transfer/defense-related_protein;PRED|XP_015613321.1_cortical_cell-delineating_protein_[Oryza_sativa_Japonica_Group]|0.87|0.77||Plant_lipid_transfer/defense-related_protein;PRED|XP_015613385.1_cortical_cell-delineating_protein_[Oryza_sativa_Japonica_Group]|0.93|0.82||Plant_lipid_transfer/defense-related_protein;PRED|XP_015613769.2_cortical_cell-delineating_protein_[Oryza_sativa_Japonica_Group]|0.92|0.74||Plant_lipid_transfer/defense-related_protein;PRED|XP_015613821.1_cortical_cell-delineating_protein-like_[Oryza_sativa_Japonica_Group]|0.86|0.77||Plant_lipid_transfer/defense-related_protein;PRED|XP_015613886.2_cortical_cell-delineating_protein_[Oryza_sativa_Japonica_Group]|0.97|0.76||Plant_lipid_transfer/defense-related_protein;PRED|XP_015613913.1_cortical_cell-delineating_protein_[Oryza_sativa_Japonica_Group]|0.97|0.8||Plant_lipid_transfer/defense-related_protein;PRED|XP_015613945.2_cortical_cell-delineating_protein_[Oryza_sativa_Japonica_Group]|0.8|0.73||Plant_lipid_transfer/defense-related_protein;PRED|XP_015614023.1_putative_lipid-binding_protein_AIR1_[Oryza_sativa_Japonica_Group]|0.97|0.76||Plant_lipid_transfer/defense-related_protein;PRED|XP_015614844.1_14_kDa_proline-rich_protein_DC2.15_[Oryza_sativa_Japonica_Group]|0.87|0.77||Plant_lipid_transfer/defense-related_protein;PRED|XP_015614845.1_cortical_cell-delineating_protein_[Oryza_sativa_Japonica_Group]|0.66|0.78||Plant_lipid_transfer/defense-related_protein;PRED|XP_015614847.1_cortical_cell-delineating_protein_[Oryza_sativa_Japonica_Group]|0.9|0.73||Plant_lipid_transfer/defense-related_protein;PRED|XP_015624179.2_putative_lipid-binding_protein_AIR1_[Oryza_sativa_Japonica_Group]|0.79|0.77||Plant_lipid_transfer/defense-related_protein;PRED|XP_015632238.1_cortical_cell-delineating_protein_[Oryza_sativa_Japonica_Group]|0.58|0.72||Plant_lipid_transfer/defense-related_protein;PRED|XP_015634557.1_14_kDa_proline-rich_protein_DC2.15_[Oryza_sativa_Japonica_Group]|0.99|0.71||Plant_lipid_transfer/defense-related_protein;PRED|XP_015635126.1_14_kDa_proline-rich_protein_DC2.15_[Oryza_sativa_Japonica_Group]|0.98|0.72||Plant_lipid_transfer/defense-related_protein;PRED|XP_015635248.1_pEARLI1-like_lipid_transfer_protein_1_[Oryza_sativa_Japonica_Group]|0.82|0.83||Plant_lipid_transfer/defense-related_protein;PRED|XP_015635587.1_actin_cytoskeleton-regulatory_complex_protein_pan-1_[Oryza_sativa_Japonica_Group]|0.73|0.79||Proline_rich_extensin_signature;PRED|XP_015642579.1_lipid_transfer_protein_EARLI_1_[Oryza_sativa_Japonica_Group]|0.95|0.73||Plant_lipid_transfer/defense-related_protein;PRED|XP_021302324.1_putative_glycine-rich_cell_wall_structural_protein_1_[Sorghum_bicolor]|0.83|0.79||Plant_lipid_transfer/defense-related_protein;PRED|XP_021302326.1_acanthoscurrin-2-like_[Sorghum_bicolor]|0.95|0.79||Plant_lipid_transfer/defense-related_protein;PRED|XP_021302327.1_acanthoscurrin-2-like_isoform_X1_[Sorghum_bicolor]|0.94|0.79||Plant_lipid_transfer/defense-related_protein;PRED|XP_021302329.1_acanthoscurrin-2-like_isoform_X2_[Sorghum_bicolor]|0.94|0.8||Plant_lipid_transfer/defense-related_protein;PRED|XP_021312137.1_lipid_transfer_protein_EARLI_1-like_[Sorghum_bicolor]|0.94|0.73||Plant_lipid_transfer/defense-related_protein;PRED|XP_024452830.1_14_kDa_proline-rich_protein_DC2.15_[Populus_trichocarpa]|1.0|0.73||Plant_lipid_transfer/defense-related_protein;PRED|XP_024456873.1_14_kDa_proline-rich_protein_DC2.15_[Populus_trichocarpa]|0.99|0.79||Plant_lipid_transfer/defense-related_protein;PRED|XP_028960957.1_proline-rich_protein_4-like_[Malus_domestica]|0.83|0.79||Proline_rich_extensin_signature;PRED|XP_031741209.1_14_kDa_proline-rich_protein_DC2.15_[Cucumis_sativus]|0.99|0.82||Plant_lipid_transfer/defense-related_protein;PRED|XP_032233463.1_leucine-rich_repeat_extensin-like_protein_3_isoform_X1_[Nematostella_vectensis]|0.93|0.74||Collagen_triple_helix_repeat;PRED|XP_032233464.1_leucine-rich_repeat_extensin-like_protein_3_isoform_X2_[Nematostella_vectensis]|0.98|0.84||Collagen_triple_helix_repeat;PRED|XP_032233466.1_cuticle_collagen_34_isoform_X2_[Nematostella_vectensis]|0.97|0.87||Collagen_triple_helix_repeat;PRED|XP_039686315.1_pEARLI1-like_lipid_transfer_protein_2_[Medicago_truncatula]|0.9|0.72||Plant_lipid_transfer/defense-related_protein;PRED|XP_040871857.1_pEARLI1-like_lipid_transfer_protein_1_[Glycine_max]|0.95|0.72||Plant_lipid_transfer/defense-related_protein;PRED|XP_046448100.1_extensin-like_[Daphnia_pulex]|0.95|0.85||Proline_rich_extensin_signature;PRED|XP_048590211.1_collagen_alpha-2(I)_chain-like_[Nematostella_vectensis]|0.72|0.93||Collagen_superfamily|Collagen_triple_helix_repeat;PRED|XP_052309729.1_14_kDa_proline-rich_protein_DC2.15_[Populus_trichocarpa]|0.74|0.89||Plant_lipid_transfer/defense-related_protein;PRED|XP_062824390.1_uncharacterized_protein_LOC134295517_[Anolis_carolinensis]|1.0|0.81||Proline_rich_extensin_signature;PRED|XP_062825512.1_uncharacterized_protein_LOC134295934_[Anolis_carolinensis]|1.0|0.8||Proline_rich_extensin_signature;PRED|XP_066160627.1_LOW_QUALITY_PROTEIN:_cortical_cell-delineating_protein_[Oryza_sativa_Japonica_Group]|0.74|0.73||Plant_lipid_transfer/defense-related_protein	True	True
cluster_590	1	PRED	PRED|WP_004140530.1_MULTISPECIES:_DUF1272_domain-containing_protein_[Enterobacteriaceae]|0.56|0.87||Protein_of_unknown_function_DUF1272	False	True
cluster_591	2	PRED	PRED|NP_001305414.1_large_ribosomal_subunit_protein_bL20m_isoform_2_[Homo_sapiens]|0.66|0.9||Large_ribosomal_subunit_protein_bL20|Ribosomal_protein_bL20,_C-terminal;PRED|WP_010882292.1_MULTISPECIES:_50S_ribosomal_protein_L20_[Treponema]|0.75|0.83||Large_ribosomal_subunit_protein_bL20|Ribosomal_protein_bL20,_C-terminal	False	True
cluster_592	1	PRED	PRED|XP_009049060.1_hypothetical_protein_LOTGIDRAFT_141088_[Lottia_gigantea]|0.98|0.74||Muscleblind-like,_CCCH_zinc_finger	False	True
cluster_593	1	PRED	PRED|NP_001006890.1_microsomal_glutathione_S-transferase_3_[Xenopus_tropicalis]|0.86|0.8||Membrane-associated_proteins_in_eicosanoid_and_glutathione_metabolism|Membrane-associated,_eicosanoid/glutathione_metabolism_(MAPEG)_protein	False	True
cluster_594	2	PRED	PRED|XP_003589100.3_uncharacterized_protein_[Medicago_truncatula]|0.9|0.86||OS03G0206201_PROTEIN;PRED|XP_013466919.1_uncharacterized_protein_[Medicago_truncatula]|0.86|0.83||OS03G0206201_PROTEIN	False	True
cluster_595	1	PRED	PRED|XP_014789271.1_SCAN_domain-containing_protein_3-like_[Octopus_bimaculoides]|0.78|0.81||EPM2A-INTERACTING_PROTEIN_1	False	True
cluster_596	5	DATABASE;PRED	DATABASE|CAMPSQ13634_Statherin||Statherin;DATABASE|CAMPSQ13659_IT32||Statherin;DATABASE|CAMPSQ13660_GQ19||Statherin;DATABASE|CAMPSQ13661_IP18||Statherin;PRED|NP_003145.1_statherin_isoform_a_precursor_[Homo_sapiens]|0.98|0.71||Statherin	True	True
cluster_597	2	PRED	PRED|WP_003227330.1_MULTISPECIES:_teichoic_acid_D-Ala_incorporation-associated_protein_DltX_[Bacillus]|0.92|0.73||D-Ala-teichoic_acid_biosynthesis_protein_DltX;PRED|WP_003726190.1_MULTISPECIES:_teichoic_acid_D-Ala_incorporation-associated_protein_DltX_[Bacillales]|0.82|0.8||D-Ala-teichoic_acid_biosynthesis_protein_DltX	False	True
cluster_598	1	PRED	PRED|XP_070662854.1_probable_fructokinase-7_isoform_X1_[Malus_domestica]|0.63|0.76||Unknown	False	True
cluster_599	5	PRED	PRED|XP_003727758.2_bilin-binding_protein_[Strongylocentrotus_purpuratus]|0.67|0.81||Calycin;PRED|XP_040028340.1_apolipoprotein_D-like_[Gasterosteus_aculeatus_aculeatus]|0.73|0.72||Calycin;PRED|XP_063139260.1_odorant-binding_protein_2a_isoform_X4_[Rattus_norvegicus]|0.79|0.71||Calycin|Lipocalin|von_Ebner's_gland_protein/_Bos/Can_allergen;PRED|XP_063140883.1_odorant-binding_protein_2a-like_isoform_X2_[Rattus_norvegicus]|0.78|0.7||Calycin|Lipocalin|von_Ebner's_gland_protein/_Bos/Can_allergen;PRED|XP_063140893.1_von_Ebner_gland_protein_1-like_[Rattus_norvegicus]|0.61|0.8||Calycin|von_Ebner's_gland_protein/_Bos/Can_allergen	False	True
